latitude,longitude,time,date,MQ135 value 0-1024,MQ135 average,MQ135 peak,MQ2 value, MQ2 average, MQ2 peak, dust pcs/0.01cf
51.4988517761,0.0047900004,13:46:44,8/12/2016,112.00,112.00,113.00,93.00,93.00,93.00,985.71
51.4988441467,0.0047933006,13:46:44,8/12/2016,111.00,111.91,112.00,92.00,92.89,93.00,985.71
51.4988365173,0.0048033003,13:46:46,8/12/2016,111.00,110.50,111.00,90.00,90.91,92.00,985.71
51.4988212585,0.0048083000,13:46:47,8/12/2016,110.00,110.10,111.00,91.00,90.71,91.00,985.71
51.4988136291,0.0048165998,13:46:48,8/12/2016,111.00,110.37,111.00,89.00,90.13,91.00,985.71
51.4988021850,0.0048165998,13:46:48,8/12/2016,111.00,110.37,111.00,89.00,88.20,89.00,985.71
51.4987945556,0.0048116002,13:46:50,8/12/2016,109.00,109.83,111.00,86.00,95.51,162.00,985.71
51.4987869262,0.0048050003,13:46:51,8/12/2016,108.00,109.27,110.00,84.00,100.13,162.00,985.71
51.4987792968,0.0048016004,13:46:52,8/12/2016,109.00,108.81,110.00,84.00,85.83,156.00,985.71
51.4987716674,0.0047916002,13:46:52,8/12/2016,110.00,109.54,111.00,86.00,85.53,160.00,985.71
51.4987640380,0.0047800002,13:46:54,8/12/2016,111.00,110.90,111.00,88.00,88.78,162.00,985.71
51.4987564086,0.0047666001,13:46:55,8/12/2016,111.00,111.01,112.00,88.00,87.94,89.00,985.71
51.4987449645,0.0047532997,13:46:56,8/12/2016,112.00,111.58,112.00,88.00,87.94,88.00,985.71
51.4987373352,0.0047400002,13:46:56,8/12/2016,112.00,111.68,112.00,88.00,94.14,161.00,985.71
51.4987297058,0.0047250003,13:46:58,8/12/2016,112.00,111.93,112.00,88.00,87.93,89.00,985.71
51.4987220764,0.0047100005,13:46:59,8/12/2016,112.00,111.57,112.00,88.00,88.02,89.00,985.71
51.4987220764,0.0046965999,13:47:0,8/12/2016,111.00,111.64,112.00,88.00,87.39,88.00,985.71
51.4987068176,0.0046800003,13:47:0,8/12/2016,110.00,110.64,111.00,86.00,87.07,88.00,985.71
51.4987068176,0.0046665997,13:47:2,8/12/2016,109.00,109.37,111.00,82.00,88.43,160.00,985.71
51.4986991882,0.0046533002,13:47:3,8/12/2016,110.00,109.73,110.00,85.00,83.49,85.00,985.71
51.4986915588,0.0046366004,13:47:4,8/12/2016,108.00,109.11,110.00,79.00,82.14,85.00,985.71
51.4986915588,0.0046216006,13:47:4,8/12/2016,108.00,108.39,109.00,77.00,77.66,105.00,985.71
51.4986801147,0.0046050004,13:47:6,8/12/2016,108.00,107.44,108.00,77.00,76.57,77.00,985.71
51.4986724853,0.0045866003,13:47:7,8/12/2016,105.00,106.52,108.00,75.00,75.84,77.00,985.71
51.4986724853,0.0045650000,13:47:8,8/12/2016,106.00,104.83,106.00,75.00,75.10,76.00,985.71
51.4986724853,0.0045450000,13:47:8,8/12/2016,106.00,105.61,107.00,74.00,73.99,75.00,985.71
51.4986724853,0.0045250000,13:47:10,8/12/2016,108.00,107.26,108.00,78.00,76.25,78.00,985.71
51.4986724853,0.0045149998,13:47:11,8/12/2016,109.00,108.69,110.00,80.00,78.72,80.00,985.71
51.4986724853,0.0045083003,13:47:12,8/12/2016,109.00,109.39,110.00,84.00,82.15,84.00,985.71
51.4986724853,0.0045033006,13:47:12,8/12/2016,110.00,109.71,110.00,86.00,85.26,86.00,985.71
51.4986648559,0.0045016002,13:47:15,8/12/2016,111.00,110.91,111.00,89.00,88.16,89.00,170.00
51.4986572265,0.0045033006,13:47:16,8/12/2016,111.00,110.67,111.00,93.00,92.53,93.00,170.00
51.4986495971,0.0044899997,13:47:16,8/12/2016,109.00,109.51,111.00,93.00,92.92,94.00,170.00
51.4986495971,0.0044716000,13:47:18,8/12/2016,109.00,108.49,109.00,92.00,92.50,93.00,170.00
51.4986495971,0.0044549999,13:47:19,8/12/2016,110.00,109.82,110.00,94.00,92.74,94.00,170.00
51.4986419677,0.0044366002,13:47:20,8/12/2016,110.00,110.00,111.00,92.00,93.21,94.00,170.00
51.4986343383,0.0044232997,13:47:20,8/12/2016,110.00,110.02,111.00,90.00,91.34,93.00,170.00
51.4986228942,0.0044066004,13:47:22,8/12/2016,111.00,110.29,111.00,86.00,87.86,90.00,170.00
51.4986152648,0.0043882999,13:47:23,8/12/2016,110.00,109.80,111.00,85.00,85.82,87.00,170.00
51.4986076354,0.0043733000,13:47:24,8/12/2016,110.00,109.96,110.00,88.00,86.98,88.00,170.00
51.4986076354,0.0043599996,13:47:24,8/12/2016,110.00,110.00,111.00,90.00,89.66,91.00,170.00
51.4986076354,0.0043483004,13:47:26,8/12/2016,110.00,110.29,111.00,93.00,91.84,93.00,170.00
51.4986076354,0.0043416004,13:47:27,8/12/2016,111.00,110.94,111.00,94.00,93.89,95.00,170.00
51.4986000061,0.0043350005,13:47:28,8/12/2016,111.00,111.01,112.00,95.00,95.00,96.00,170.00
51.4986000061,0.0043383002,13:47:28,8/12/2016,109.00,110.63,111.00,92.00,93.33,96.00,170.00
51.4985923767,0.0043316001,13:47:30,8/12/2016,111.00,110.34,111.00,93.00,91.54,93.00,170.00
51.4985923767,0.0043249998,13:47:31,8/12/2016,110.00,110.92,111.00,93.00,97.38,161.00,170.00
51.4985847473,0.0043165998,13:47:32,8/12/2016,110.00,109.96,110.00,92.00,92.09,93.00,170.00
51.4985771179,0.0043116002,13:47:32,8/12/2016,110.00,109.68,110.00,90.00,97.52,161.00,170.00
51.4985580444,0.0043150005,13:47:34,8/12/2016,110.00,110.01,111.00,92.00,91.01,92.00,170.00
51.4985504150,0.0043116002,13:47:35,8/12/2016,111.00,110.43,111.00,92.00,92.01,93.00,170.00
51.4985427856,0.0043116002,13:47:36,8/12/2016,110.00,110.87,111.00,92.00,114.19,162.00,170.00
51.4985427856,0.0043116002,13:47:36,8/12/2016,112.00,111.02,112.00,94.00,93.28,94.00,170.00
51.4985351562,0.0043099999,13:47:38,8/12/2016,112.00,111.98,112.00,94.00,94.01,95.00,170.00
51.4985351562,0.0043099999,13:47:39,8/12/2016,111.00,111.07,112.00,94.00,93.93,94.00,170.00
51.4985351562,0.0043099999,13:47:40,8/12/2016,110.00,110.62,111.00,93.00,93.04,94.00,170.00
51.4985275268,0.0043165998,13:47:40,8/12/2016,110.00,110.00,110.00,92.00,92.00,93.00,170.00
51.4985351562,0.0043065996,13:47:42,8/12/2016,110.00,109.23,110.00,90.00,89.84,91.00,170.00
51.4985275268,0.0042883005,13:47:43,8/12/2016,110.00,110.02,111.00,90.00,90.17,91.00,170.00
51.4985198974,0.0042683000,13:47:44,8/12/2016,111.00,110.99,111.00,91.00,96.36,161.00,170.00
51.4985122680,0.0042266006,13:47:46,8/12/2016,111.00,111.04,112.00,144.00,102.83,161.00,662.51
51.4985008239,0.0042116003,13:47:47,8/12/2016,112.00,112.00,113.00,91.00,117.12,162.00,662.51
51.4984855651,0.0042016000,13:47:48,8/12/2016,112.00,111.99,112.00,91.00,96.10,162.00,662.51
51.4984779357,0.0041983003,13:47:48,8/12/2016,111.00,111.34,112.00,90.00,93.58,160.00,662.51
51.4984626770,0.0041866002,13:47:50,8/12/2016,111.00,110.99,111.00,89.00,117.81,162.00,662.51
51.4984550476,0.0041733002,13:47:51,8/12/2016,111.00,111.00,112.00,88.00,113.45,162.00,662.51
51.4984474182,0.0041565999,13:47:52,8/12/2016,110.00,110.06,111.00,87.00,110.84,162.00,662.51
51.4984359741,0.0041416006,13:47:52,8/12/2016,109.00,109.83,111.00,85.00,85.68,87.00,662.51
51.4984283447,0.0041266002,13:47:54,8/12/2016,111.00,109.88,111.00,83.00,83.23,85.00,662.51
51.4984207153,0.0041133003,13:47:55,8/12/2016,111.00,110.97,111.00,83.00,82.84,84.00,662.51
51.4984054565,0.0040966005,13:47:56,8/12/2016,111.00,110.98,111.00,83.00,82.67,84.00,662.51
51.4983978271,0.0040783004,13:47:56,8/12/2016,111.00,111.02,112.00,82.00,82.24,111.00,662.51
51.4983978271,0.0040583000,13:47:58,8/12/2016,111.00,111.13,112.00,82.00,83.56,161.00,662.51
51.4983901977,0.0040450005,13:47:59,8/12/2016,111.00,111.00,112.00,81.00,81.22,82.00,662.51
51.4983787536,0.0040299997,13:48:0,8/12/2016,111.00,111.01,112.00,83.00,81.54,83.00,662.51
51.4983711242,0.0040116004,13:48:0,8/12/2016,111.00,111.02,112.00,85.00,84.21,85.00,662.51
51.4983634948,0.0039933002,13:48:2,8/12/2016,111.00,111.00,112.00,88.00,86.52,160.00,662.51
51.4983558654,0.0039766001,13:48:3,8/12/2016,110.00,110.97,111.00,90.00,90.13,162.00,662.51
51.4983482360,0.0039566003,13:48:4,8/12/2016,111.00,110.73,111.00,90.00,98.30,162.00,662.51
51.4983406066,0.0039400005,13:48:4,8/12/2016,108.00,109.95,111.00,90.00,101.91,162.00,662.51
51.4983253479,0.0039265995,13:48:6,8/12/2016,109.00,108.27,109.00,90.00,104.52,161.00,662.51
51.4983139038,0.0039099998,13:48:7,8/12/2016,109.00,109.00,110.00,89.00,101.02,161.00,662.51
51.4982986450,0.0038966002,13:48:8,8/12/2016,109.00,109.18,110.00,89.00,92.12,160.00,662.51
51.4982910156,0.0038882999,13:48:8,8/12/2016,110.00,109.86,110.00,88.00,96.68,161.00,662.51
51.4982757568,0.0038816001,13:48:10,8/12/2016,109.00,109.82,110.00,85.00,86.56,88.00,662.51
51.4982681274,0.0038716003,13:48:11,8/12/2016,109.00,108.77,109.00,85.00,84.59,85.00,662.51
51.4982566833,0.0038616001,13:48:12,8/12/2016,109.00,108.42,109.00,85.00,84.99,85.00,662.51
51.4982414245,0.0038516001,13:48:12,8/12/2016,109.00,108.54,109.00,85.00,84.66,86.00,662.51
51.4982337951,0.0038400001,13:48:14,8/12/2016,109.00,108.95,109.00,86.00,84.99,86.00,662.51
51.4982185363,0.0038266000,13:48:15,8/12/2016,108.00,108.61,109.00,87.00,86.26,87.00,662.51
51.4982109069,0.0038166000,13:48:16,8/12/2016,108.00,108.00,108.00,88.00,87.88,88.00,1857.30
51.4981918334,0.0038066000,13:48:16,8/12/2016,109.00,108.70,109.00,92.00,91.73,93.00,1857.30
51.4981765747,0.0037966001,13:48:18,8/12/2016,109.00,109.00,109.00,93.00,94.17,161.00,1857.30
51.4981689453,0.0037899999,13:48:19,8/12/2016,109.00,109.01,110.00,92.00,93.30,158.00,1857.30
51.4981536865,0.0037833001,13:48:20,8/12/2016,109.00,109.32,110.00,91.00,93.04,161.00,1857.30
51.4981346130,0.0037800002,13:48:20,8/12/2016,109.00,109.25,110.00,91.00,101.80,161.00,1857.30
51.4981269836,0.0037766003,13:48:22,8/12/2016,109.00,109.06,110.00,91.00,107.18,161.00,1857.30
51.4981117248,0.0037733004,13:48:23,8/12/2016,109.00,109.00,110.00,92.00,110.26,162.00,1857.30
51.4981040954,0.0037682998,13:48:24,8/12/2016,109.00,109.00,109.00,92.00,117.29,162.00,1857.30
51.4980888366,0.0037582998,13:48:24,8/12/2016,109.00,109.00,109.00,161.00,98.56,161.00,1857.30
51.4980812072,0.0037515997,13:48:26,8/12/2016,108.00,108.60,109.00,89.00,89.83,106.00,1857.30
51.4980621337,0.0037432999,13:48:27,8/12/2016,108.00,107.90,109.00,89.00,88.99,89.00,1857.30
51.4980545043,0.0037299995,13:48:28,8/12/2016,106.00,107.15,108.00,86.00,87.60,89.00,1857.30
51.4980392456,0.0037165999,13:48:28,8/12/2016,106.00,105.65,106.00,84.00,84.35,86.00,1857.30
51.4980316162,0.0037016005,13:48:30,8/12/2016,107.00,106.16,107.00,85.00,95.34,162.00,1857.30
51.4980125427,0.0036915998,13:48:31,8/12/2016,107.00,106.66,107.00,89.00,101.03,162.00,1857.30
51.4980049133,0.0036800003,13:48:32,8/12/2016,107.00,106.73,107.00,91.00,89.96,91.00,1857.30
51.4979896545,0.0036650002,13:48:32,8/12/2016,108.00,107.11,108.00,91.00,91.18,92.00,1857.30
51.4979743957,0.0036500000,13:48:34,8/12/2016,107.00,107.16,108.00,92.00,92.79,161.00,1857.30
51.4979667663,0.0036400003,13:48:35,8/12/2016,107.00,107.53,108.00,92.00,101.20,161.00,1857.30
51.4979476928,0.0036283001,13:48:36,8/12/2016,107.00,107.00,108.00,93.00,100.93,161.00,1857.30
51.4979324340,0.0036183001,13:48:36,8/12/2016,107.00,107.02,108.00,93.00,94.40,159.00,1857.30
51.4979248046,0.0036083002,13:48:38,8/12/2016,107.00,107.04,108.00,159.00,98.11,162.00,1857.30
51.4979095458,0.0035982999,13:48:39,8/12/2016,107.00,106.99,108.00,134.00,92.79,161.00,1857.30
51.4979019165,0.0035883002,13:48:40,8/12/2016,106.00,106.40,107.00,92.00,91.47,160.00,1857.30
51.4978828430,0.0035815999,13:48:40,8/12/2016,106.00,105.78,106.00,91.00,91.03,92.00,1857.30
51.4978675842,0.0035732998,13:48:42,8/12/2016,106.00,105.82,106.00,88.00,89.63,91.00,1857.30
51.4978599548,0.0035666000,13:48:43,8/12/2016,107.00,106.54,107.00,87.00,103.21,161.00,1857.30
51.4978446960,0.0035616004,13:48:44,8/12/2016,107.00,106.95,107.00,88.00,90.61,160.00,1857.30
51.4978370666,0.0035566000,13:48:44,8/12/2016,106.00,106.66,107.00,88.00,88.17,89.00,1857.30
51.4978179931,0.0035616004,13:48:46,8/12/2016,106.00,105.95,106.00,152.00,110.52,161.00,1263.83
51.4978027343,0.0035616004,13:48:47,8/12/2016,106.00,106.00,107.00,89.00,89.00,90.00,1263.83
51.4977951049,0.0035616004,13:48:48,8/12/2016,106.00,106.04,107.00,90.00,89.92,90.00,1263.83
51.4977798461,0.0035599999,13:48:48,8/12/2016,107.00,106.80,107.00,91.00,90.35,91.00,1263.83
51.4977684020,0.0035566000,13:48:50,8/12/2016,107.00,107.00,107.00,91.00,91.00,91.00,1263.83
51.4977531433,0.0035533003,13:48:51,8/12/2016,107.00,107.03,108.00,91.00,91.00,91.00,1263.83
51.4977455139,0.0035515999,13:48:52,8/12/2016,107.00,107.01,108.00,90.00,90.82,91.00,1263.83
51.4977302551,0.0035515999,13:48:52,8/12/2016,107.00,106.86,107.00,90.00,89.99,90.00,1263.83
51.4977302551,0.0035515999,13:48:54,8/12/2016,107.00,106.99,107.00,90.00,89.91,90.00,1263.83
51.4977226257,0.0035483002,13:48:55,8/12/2016,107.00,106.93,107.00,89.00,89.01,90.00,1263.83
51.4977149963,0.0035500001,13:48:56,8/12/2016,107.00,106.95,107.00,88.00,88.48,89.00,1263.83
51.4977226257,0.0035483002,13:48:56,8/12/2016,107.00,106.99,107.00,88.00,87.99,88.00,1263.83
51.4977149963,0.0035550000,13:48:58,8/12/2016,107.00,106.99,107.00,87.00,87.22,88.00,1263.83
51.4977035522,0.0035533003,13:48:59,8/12/2016,107.00,106.98,107.00,86.00,86.39,87.00,1263.83
51.4976959228,0.0035566000,13:49:0,8/12/2016,107.00,106.89,107.00,86.00,85.99,87.00,1263.83
51.4976882934,0.0035599999,13:49:0,8/12/2016,106.00,106.89,107.00,86.00,85.98,86.00,1263.83
51.4976806640,0.0035650000,13:49:2,8/12/2016,106.00,106.26,107.00,85.00,85.50,86.00,1263.83
51.4976654052,0.0035683000,13:49:3,8/12/2016,106.00,105.77,106.00,84.00,84.74,85.00,1263.83
51.4976577758,0.0035750002,13:49:4,8/12/2016,106.00,105.82,106.00,84.00,84.00,85.00,1263.83
51.4976463317,0.0035815999,13:49:4,8/12/2016,106.00,106.00,106.00,84.00,84.01,85.00,1263.83
51.4976463317,0.0035866003,13:49:6,8/12/2016,106.00,106.00,106.00,84.00,83.99,84.00,1263.83
51.4976387023,0.0035932998,13:49:7,8/12/2016,105.00,105.85,106.00,83.00,83.30,84.00,1263.83
51.4976387023,0.0035949997,13:49:8,8/12/2016,105.00,105.00,106.00,83.00,83.00,83.00,1263.83
51.4976387023,0.0035966002,13:49:8,8/12/2016,105.00,105.06,106.00,83.00,83.00,83.00,1263.83
51.4976387023,0.0035966002,13:49:10,8/12/2016,105.00,105.66,106.00,82.00,82.74,83.00,1263.83
51.4976387023,0.0036016001,13:49:11,8/12/2016,105.00,104.73,105.00,81.00,80.92,123.00,1263.83
51.4976310729,0.0036100001,13:49:12,8/12/2016,102.00,103.39,105.00,79.00,83.34,162.00,1263.83
51.4976310729,0.0036183001,13:49:12,8/12/2016,102.00,101.99,103.00,76.00,78.05,79.00,1263.83
51.4976234436,0.0036283001,13:49:14,8/12/2016,104.00,103.11,104.00,78.00,76.80,116.00,1263.83
51.4976158142,0.0036400003,13:49:15,8/12/2016,104.00,104.02,105.00,129.00,81.41,162.00,1263.83
51.4976081848,0.0036549999,13:49:16,8/12/2016,104.00,104.58,105.00,79.00,87.49,162.00,682.67
51.4976081848,0.0036716003,13:49:16,8/12/2016,105.00,104.88,105.00,78.00,78.58,79.00,682.67
51.4976005554,0.0036866002,13:49:18,8/12/2016,105.00,104.62,105.00,76.00,87.54,162.00,682.67
51.4975814819,0.0037083001,13:49:19,8/12/2016,106.00,105.13,106.00,74.00,108.00,162.00,682.67
51.4975662231,0.0037249999,13:49:20,8/12/2016,106.00,105.75,106.00,73.00,73.09,74.00,682.67
51.4975585937,0.0037400004,13:49:20,8/12/2016,106.00,105.98,107.00,74.00,74.44,75.00,682.67
51.4975509643,0.0037566003,13:49:22,8/12/2016,106.00,106.00,107.00,74.00,74.10,75.00,682.67
51.4975433349,0.0037682998,13:49:23,8/12/2016,106.00,106.15,107.00,74.00,73.94,74.00,682.67
51.4975357055,0.0037866001,13:49:24,8/12/2016,104.00,105.15,106.00,75.00,74.80,76.00,682.67
51.4975242614,0.0038033003,13:49:24,8/12/2016,104.00,104.06,105.00,77.00,76.37,77.00,682.67
51.4975166320,0.0038199996,13:49:26,8/12/2016,105.00,104.47,105.00,79.00,77.30,79.00,682.67
51.4975090026,0.0038366004,13:49:27,8/12/2016,105.00,105.01,106.00,82.00,80.24,82.00,682.67
51.4975090026,0.0038583003,13:49:28,8/12/2016,106.00,105.76,107.00,84.00,82.95,84.00,682.67
51.4975013732,0.0038733003,13:49:28,8/12/2016,107.00,106.52,107.00,86.00,85.34,86.00,682.67
51.4974937438,0.0038899998,13:49:30,8/12/2016,107.00,106.96,107.00,88.00,86.91,88.00,682.67
51.4974937438,0.0039066001,13:49:31,8/12/2016,108.00,107.69,108.00,89.00,88.29,89.00,682.67
51.4974861145,0.0039150001,13:49:32,8/12/2016,108.00,108.01,109.00,89.00,89.00,89.00,682.67
51.4974784851,0.0039316000,13:49:32,8/12/2016,105.00,106.59,108.00,88.00,88.54,89.00,682.67
51.4974784851,0.0039333000,13:49:34,8/12/2016,105.00,105.00,105.00,87.00,87.16,88.00,682.67
51.4974708557,0.0039366004,13:49:35,8/12/2016,107.00,105.92,107.00,88.00,87.65,88.00,682.67
51.4974708557,0.0039450001,13:49:36,8/12/2016,108.00,107.17,108.00,88.00,88.00,88.00,682.67
51.4974594116,0.0039516000,13:49:36,8/12/2016,108.00,108.01,109.00,88.00,88.00,89.00,682.67
51.4974594116,0.0039566003,13:49:38,8/12/2016,109.00,108.99,109.00,88.00,88.10,89.00,682.67
51.4974517822,0.0039616001,13:49:39,8/12/2016,109.00,109.01,110.00,88.00,88.00,88.00,682.67
51.4974517822,0.0039616001,13:49:40,8/12/2016,109.00,109.06,110.00,88.00,87.94,88.00,682.67
51.4974517822,0.0039616001,13:49:40,8/12/2016,109.00,109.01,110.00,87.00,87.01,88.00,682.67
51.4974517822,0.0039616001,13:49:42,8/12/2016,109.00,109.14,110.00,86.00,86.94,87.00,682.67
51.4974517822,0.0039616001,13:49:43,8/12/2016,109.00,109.25,110.00,86.00,86.06,87.00,682.67
51.4974517822,0.0039616001,13:49:44,8/12/2016,109.00,109.03,110.00,86.00,86.00,86.00,682.67
51.4974441528,0.0039750003,13:49:44,8/12/2016,108.00,108.97,110.00,85.00,85.51,86.00,682.67
51.4974365234,0.0040016002,13:49:47,8/12/2016,108.00,108.01,109.00,84.00,84.24,85.00,1103.97
51.4974365234,0.0040116004,13:49:48,8/12/2016,108.00,108.00,108.00,84.00,84.00,84.00,1103.97
51.4974288940,0.0040265998,13:49:48,8/12/2016,108.00,108.00,108.00,84.00,84.00,84.00,1103.97
51.4974288940,0.0040433001,13:49:50,8/12/2016,108.00,108.00,108.00,84.00,83.85,84.00,1103.97
51.4974288940,0.0040616002,13:49:51,8/12/2016,107.00,107.87,108.00,83.00,83.02,84.00,1103.97
51.4974288940,0.0040749998,13:49:52,8/12/2016,108.00,107.50,108.00,83.00,82.85,83.00,1103.97
51.4974212646,0.0040915999,13:49:52,8/12/2016,107.00,107.35,108.00,82.00,82.06,83.00,1103.97
51.4974212646,0.0041066002,13:49:54,8/12/2016,107.00,107.03,108.00,82.00,82.00,82.00,1103.97
51.4974136352,0.0041150002,13:49:55,8/12/2016,108.00,107.07,108.00,82.00,81.99,82.00,1103.97
51.4974136352,0.0041182999,13:49:56,8/12/2016,108.00,107.21,108.00,81.00,81.84,82.00,1103.97
51.4974136352,0.0041249995,13:49:56,8/12/2016,108.00,107.46,108.00,82.00,81.60,82.00,1103.97
51.4974021911,0.0041416006,13:49:58,8/12/2016,107.00,107.11,108.00,81.00,81.12,82.00,1103.97
51.4974021911,0.0041599998,13:49:59,8/12/2016,107.00,107.19,108.00,81.00,81.04,82.00,1103.97
51.4973945617,0.0041750001,13:50:0,8/12/2016,107.00,107.02,108.00,81.00,81.01,82.00,1103.97
51.4973869323,0.0041915998,13:50:0,8/12/2016,107.00,107.00,108.00,81.00,81.00,81.00,1103.97
51.4973793029,0.0042066001,13:50:2,8/12/2016,107.00,106.98,107.00,80.00,80.96,81.00,1103.97
51.4973716735,0.0042232999,13:50:3,8/12/2016,106.00,106.27,107.00,80.00,80.19,81.00,1103.97
51.4973640441,0.0042400002,13:50:4,8/12/2016,106.00,106.00,107.00,79.00,79.68,80.00,1103.97
51.4973640441,0.0042615995,13:50:4,8/12/2016,106.00,106.00,106.00,78.00,77.89,79.00,1103.97
51.4973564147,0.0042766003,13:50:6,8/12/2016,105.00,105.99,106.00,77.00,77.18,78.00,1103.97
51.4973487854,0.0042950000,13:50:7,8/12/2016,105.00,105.01,106.00,76.00,76.21,77.00,1103.97
51.4973487854,0.0043132996,13:50:8,8/12/2016,105.00,104.13,105.00,75.00,75.44,76.00,1103.97
51.4973373413,0.0043316001,13:50:8,8/12/2016,102.00,103.25,105.00,74.00,89.24,162.00,1103.97
51.4973373413,0.0043483004,13:50:10,8/12/2016,103.00,102.95,103.00,73.00,73.87,75.00,1103.97
51.4973297119,0.0043650002,13:50:11,8/12/2016,103.00,103.03,104.00,76.00,74.50,76.00,1103.97
51.4973220825,0.0043782997,13:50:12,8/12/2016,103.00,103.13,104.00,76.00,75.98,76.00,1103.97
51.4973144531,0.0043933000,13:50:12,8/12/2016,104.00,103.84,104.00,77.00,76.75,78.00,1103.97
51.4973068237,0.0044166002,13:50:14,8/12/2016,103.00,103.47,104.00,78.00,77.76,78.00,1103.97
51.4972991943,0.0044350004,13:50:15,8/12/2016,102.00,102.92,103.00,78.00,89.63,161.00,1103.97
51.4972915649,0.0044549999,13:50:16,8/12/2016,102.00,101.81,103.00,78.00,78.02,143.00,1103.97
51.4972801208,0.0044682998,13:50:16,8/12/2016,103.00,102.12,103.00,162.00,90.55,162.00,1103.97
51.4972801208,0.0044800000,13:50:18,8/12/2016,103.00,103.00,103.00,80.00,79.99,80.00,1197.42
51.4972724914,0.0044916005,13:50:19,8/12/2016,105.00,104.99,105.00,89.00,102.47,162.00,1197.42
51.4972724914,0.0044883003,13:50:20,8/12/2016,105.00,105.23,106.00,82.00,125.78,162.00,1197.42
51.4972648620,0.0044966001,13:50:20,8/12/2016,106.00,105.83,106.00,83.00,112.03,162.00,1197.42
51.4972648620,0.0045050001,13:50:22,8/12/2016,106.00,106.03,107.00,83.00,82.77,83.00,1197.42
51.4972648620,0.0045066003,13:50:23,8/12/2016,106.00,106.00,107.00,82.00,82.82,83.00,1197.42
51.4972572326,0.0045132999,13:50:24,8/12/2016,107.00,106.63,107.00,82.00,82.75,83.00,1197.42
51.4972572326,0.0045199995,13:50:24,8/12/2016,107.00,107.00,107.00,82.00,82.28,83.00,1197.42
51.4972572326,0.0045300002,13:50:26,8/12/2016,107.00,107.01,108.00,82.00,88.92,161.00,1197.42
51.4972572326,0.0045383000,13:50:27,8/12/2016,107.00,106.97,108.00,81.00,80.96,82.00,1197.42
51.4972496032,0.0045500001,13:50:28,8/12/2016,107.00,107.03,108.00,82.00,81.91,82.00,1197.42
51.4972496032,0.0045633001,13:50:28,8/12/2016,107.00,106.99,107.00,81.00,87.13,162.00,1197.42
51.4972419738,0.0045766000,13:50:30,8/12/2016,106.00,106.78,107.00,81.00,91.67,162.00,1197.42
51.4972343444,0.0045915994,13:50:31,8/12/2016,107.00,106.19,107.00,81.00,82.49,161.00,1197.42
51.4972343444,0.0046032996,13:50:32,8/12/2016,106.00,106.08,107.00,81.00,98.40,162.00,1197.42
51.4972267150,0.0046166000,13:50:32,8/12/2016,106.00,106.02,107.00,80.00,90.26,162.00,1197.42
51.4972152709,0.0046332998,13:50:34,8/12/2016,106.00,106.00,106.00,80.00,80.00,81.00,1197.42
51.4972152709,0.0046515998,13:50:35,8/12/2016,106.00,105.90,106.00,159.00,79.88,159.00,1197.42
51.4972152709,0.0046733002,13:50:36,8/12/2016,106.00,105.81,106.00,80.00,79.60,160.00,1197.42
51.4972076416,0.0046932997,13:50:36,8/12/2016,106.00,105.99,106.00,80.00,79.99,80.00,1197.42
51.4972076416,0.0047216000,13:50:38,8/12/2016,106.00,105.95,106.00,79.00,79.58,80.00,1197.42
51.4972000122,0.0047416000,13:50:39,8/12/2016,105.00,105.63,106.00,79.00,79.93,139.00,1197.42
51.4971923828,0.0047666001,13:50:40,8/12/2016,105.00,105.01,106.00,79.00,79.00,79.00,1197.42
51.4971847534,0.0047883005,13:50:40,8/12/2016,105.00,105.10,106.00,79.00,79.06,80.00,1197.42
51.4971771240,0.0048050003,13:50:42,8/12/2016,105.00,105.38,106.00,79.00,79.44,80.00,1197.42
51.4971694946,0.0048215999,13:50:43,8/12/2016,105.00,105.03,106.00,79.00,79.01,80.00,1197.42
51.4971580505,0.0048365998,13:50:44,8/12/2016,106.00,105.69,106.00,79.00,79.03,80.00,1197.42
51.4971504211,0.0048600001,13:50:44,8/12/2016,106.00,105.85,106.00,79.00,79.01,80.00,1197.42
51.4971427917,0.0048800001,13:50:46,8/12/2016,106.00,105.83,106.00,79.00,79.00,80.00,1197.42
51.4971275329,0.0048966002,13:50:47,8/12/2016,106.00,106.00,106.00,79.00,79.00,80.00,1197.42
51.4971199035,0.0049216003,13:50:48,8/12/2016,106.00,106.00,106.00,79.00,79.00,79.00,2241.60
51.4971122741,0.0049433002,13:50:48,8/12/2016,106.00,106.00,106.00,79.00,79.00,79.00,2241.60
51.4971046447,0.0049666004,13:50:50,8/12/2016,106.00,106.01,107.00,79.00,79.00,79.00,2241.60
51.4970932006,0.0049899997,13:50:51,8/12/2016,106.00,106.04,107.00,79.00,78.92,79.00,2241.60
51.4970855712,0.0050183005,13:50:52,8/12/2016,106.00,106.01,107.00,79.00,78.71,161.00,2241.60
51.4970779418,0.0050415997,13:50:52,8/12/2016,106.00,106.00,106.00,78.00,78.08,79.00,2241.60
51.4970703125,0.0050650000,13:50:54,8/12/2016,106.00,106.00,107.00,79.00,78.43,79.00,2241.60
51.4970550537,0.0050900001,13:50:55,8/12/2016,106.00,105.99,106.00,78.00,78.04,79.00,2241.60
51.4970474243,0.0051083002,13:50:56,8/12/2016,106.00,105.63,106.00,78.00,78.00,78.00,2241.60
